De-identification Name,VOYAGE,NOON_UTC,AVG_SPEED,SPEED_THROUGH_WATER,ME_AVG_RPM,PROPELLER_SPEED,FORE_DRAFT,AFTER_DRAFT,DISPLACEMENT,CARGO_ON_BOARD,WIND_SCALE,SEA_HEIGHT,SEA_WATER_TEMP,WIND_SPEED,WIND_DIRECTION,SWELL_HEIGHT,SWELL_DIRECTION,SEA_DIRECTION,WATER_DEPTH,MID_DRAFT,TOTAL_DISTANCE,SEA_SPEED_DISTANCE,DIFF_STW_SOG_SLIP,FULL_SPD_STW_SLIP,HORSE_POWER,LOAD_PCT,SFOC,ME_SLIP,THRUST,THRUST_QUOTIENT,TOTAL_CONSUMP,ME_CONSUMPTION,ME_FULLSPEED_CONSUMP_HSHFO,ME_FULLSPEED_CONSUMP_ULSFO,ME_FULLSPEED_CONSUMP_VLSFO,ME_FULLSPEED_CONSUMP_LSMGO,ME_FULLSPEED_CONSUMP_BIO_HSFO,HOURS_FULL_SPEED,HOURS_TOTAL,SPEED_LOSS
S8,35,666,12.4,12.52,42.5,13.61,13.7,14.2,155138,100540,2,0.5,29,6,10,0.5,6,10,2529,13.7,286,286,0.639,8.001,7624,53.224,186.306,8.64,0,0,44.96,32.67,0,0,32.67,0,,23,23,18.42
S8,35,667,12.5,12.71,42.5,13.61,13.7,14.2,155138,100540,5,2.5,29,20,12,1.5,11,12,1146,13.7,301,301,1.22,6.634,7824,53.224,185.686,7.854,0,0,47.57,34.86,0,0,34.87,0,,24,24,
S8,35,668,12,12.74,42.5,13.61,13.7,14.2,155138,100540,4,1.5,29,14,13,1,13,13,4018,13.7,276,276,5.429,6.407,7866,53.224,179.789,11.836,0,0,45.08,32.53,0,0,32.53,0,,23,23,11.66
S8,35,669,13,12.67,42.5,13.61,13.7,14.2,155138,100540,5,2,29,17,12,1,12,12,2358,13.7,313,313,-2.756,6.936,7930,53.224,180.221,4.18,0,0,46.69,34.3,0,0,34.3,0,,24,24,
S8,35,670,11.8,12.33,42.5,13.61,13.7,14.2,155138,100540,3,1,28,9,12,0.5,12,12,1610,13.7,283,283,3.975,9.389,7797,53.224,185.369,13.364,0,0,46.54,34.69,0,0,34.69,0,,24,24,17.61
S8,35,671,12.1,12.44,42.5,13.61,13.6,14.4,155719,100540,2,0.5,28,6,14,0,12,14,98,13.8,278,278,2.557,8.64,7931,53.224,185.001,11.197,0,0,45.45,33.75,0,0,33.75,0,,23,23,18.95
S8,35,672,8.3,8.67,42.5,13.61,13.6,14.4,155719,100540,2,0.5,28,6,5,0.3,4,5,71,13.8,198,198,3.063,36.324,8193,53.224,125.603,39.387,0,0,33.72,24.7,0,0,24.7,0,,24,24,45.73
S8,35,673,11.3,12,42.5,13.61,13.6,14.4,155719,100540,3,0,28,8,9,0,9,9,18,13.8,180,153,4.9,11.836,6078,53.224,244.322,16.736,0,0,37.26,22.84,0,0,20.05,0,,13.5,24,
S8,35,674,12.5,12.5,44.3,14.19,12.3,13.1,136588,79454,3,0.5,0,8,1,0.5,2,1,43,12.4,25,10,0,11.897,11371,42.061,127.51,11.897,0,0,17.954,3.64,0,0,1.16,0,,0.8,24,
S8,35,675,13,14,46.6,14.93,12.3,13.1,136588,79454,5,2.5,0,19,2,1.5,1,2,35,12.4,312,312,6.7,6.198,12698,42.061,174.531,12.898,0,0,65,53.19,0,0,53.19,0,,24,24,
S8,35,676,12.5,14,47.8,15.31,12.3,13.1,136588,79454,5,2.5,28,20,2,2,1,2,2402,12.4,301,301,9.523,8.551,13724,42.061,173.053,18.074,0,0,68.5,57,0,0,57,0,,24,24,
S8,35,677,13.1,13.96,48.2,15.44,12.3,13.1,136588,79454,4,1,29,15,2,2,2,2,3796,12.4,314,314,5.668,9.581,13724,42.061,164.431,15.249,0,0,65.59,54.16,0,0,54.16,0,,24,24,0.92
S8,35,678,12.6,13.29,47.8,15.31,12.3,13.1,136588,79454,4,1,28,15,3,1.5,2,3,3796,12.4,303,303,4.357,13.175,11070,42.061,175.843,17.532,0,0,57.95,46.72,0,0,46.72,0,,24,24,5.35
S8,35,679,12.5,13.25,47.6,15.25,12.3,13.1,136588,79454,5,2,28,17,3,1.5,2,3,2939,12.4,300,300,4.92,13.086,11126,42.061,172.118,18.006,0,0,57.36,45.96,0,0,45.96,0,,24,24,
S8,35,680,11.8,12.35,44.9,14.38,11.2,12.1,121236,64760,3,0.5,27,7,0,0,0,0,16.5,11.3,69,60,4.089,14.096,6786,34.283,236.935,18.185,0,0,22.59,9.39,0,0,8.2,0,,5.1,24,
S8,35,681,12.2,12.27,44.3,14.19,11.2,12.1,121236,64760,3,1,26,8,2,1,2,2,95,11.3,257,247,0.697,13.547,9541,34.283,181.729,14.244,0,0,47.61,35.2,0,0,35.2,0,,20.3,23,
S8,35,682,12.4,12.92,44.6,14.28,11.2,12.1,121236,64760,4,1,21,14,3,1,2,3,49,11.3,298,298,3.501,9.57,9676,34.283,182.195,13.071,0,0,53.69,42.31,0,0,42.31,0,,24,24,5.79
S8,35,683,12.3,12.83,42.5,13.61,11.2,12.1,121236,64760,2,0.5,20,6,5,0.5,4,5,105,11.3,296,296,3.673,5.716,7916,34.283,188.999,9.389,0,0,47.56,35.91,0,0,35.71,0.2,,24,24,11.6
S8,36,684,11,11.33,36.1,11.56,11.2,12.1,121236,64760,1,0,21,2,4,0,4,4,17,11.3,81,66,2.88,1.981,5221,34.283,248.013,4.861,0,0,21.81,0,0,0,0,7.77,,6,24,
S8,36,685,10.8,11.78,37.9,12.14,10.6,11.8,114518,58164,5,2,23,19,3,1.5,2,3,125,10.8,168,158,7.901,2.941,7887,30.791,163.352,10.842,0,0,32.55,18.36,0,0,18.36,0.45,,14.6,24,
S8,36,686,9.4,10.08,37.8,12.11,10.6,12.5,120255,58164,2,0.5,22,6,14,0.5,14,14,53,11.2,236,236,5.286,16.736,5535,30.791,185.872,22.022,0,0,36.72,25.72,0,0,25.72,0,,25,25,32.1
S8,36,687,5.8,5.61,34,10.89,10.6,12.5,120255,58164,1,0.2,21,3,12,0,12,12,18,11.2,152,91,-1.754,48.526,9749,30.791,71.933,46.772,0,0,29.84,17.07,0,0,11.01,0,,15.7,24,
S8,36,689,11.9,17.47,43.7,14,12.5,13.4,13882,76846,4,0.3,21,14,0,0,14,0,16,12.6,159,89,40.011,-24.8,10503,40.681,160.205,15.211,0,0,35.38,22,0,0,12.62,0,,7.5,24,
S8,36,690,14.8,15.33,54.7,17.52,13.1,14.2,149763,87854,4,1,22,14,1,1,0,1,52,13.3,109,89,2.854,12.478,17285,46.508,170.565,15.332,0,0,31.83,17.69,0,0,17.69,0,,6,24,
S8,36,691,15.9,16.83,55.1,17.65,13.1,14.2,149763,87854,5,2,22,18,3,1,1,3,77,13.3,381,381,5.428,4.613,16596,46.508,172.975,10.041,0,0,78.11,68.9,0,0,68.9,0,,24,24,
S8,36,692,14.7,15.48,53.5,17.13,13.3,14,146655,87854,4,1,22,12,3,0.5,4,3,24,13.3,338,309,4.447,9.677,8602,46.508,279.171,14.124,0,0,62.92,52.94,0,0,50.43,0,,21,24,
S8,36,694,17.1,17.39,45.9,14.7,13.9,14.7,157301,98539,4,1,28,15,6,1,6,6,1254,13.9,315,282,2.062,-18.327,20160,52.164,168.499,-16.265,0,0,70.71,56.05,0,0,56.05,0,,16.5,24,
S8,36,695,16.7,17.46,58.2,18.64,13.7,14.6,155816,98539,4,1,29,15,2,0.5,4,2,1102,13.75,401,401,4.024,6.341,18124,52.164,171.496,10.365,0,0,84.74,74.6,0,0,74.6,0,,24,24,-22.28
S8,36,696,13.6,14.54,54,17.3,13.7,14.6,155816,98539,4,1,28,12,2,0.5,3,2,1102,13.75,326,326,5.545,15.918,18124,52.164,97.702,21.463,0,0,53.44,42.5,0,0,42.5,0,,24,24,0.33
S8,36,697,10.5,10.58,50.9,16.3,13.7,14.6,155816,98539,3,0.5,28,7,15,0.5,0,15,69,13.75,252,252,0.509,35.082,7111,52.164,162.296,35.591,0,0,39.01,27.7,0,0,27.7,0,,24,24,31.76
S8,36,698,9.1,9,50.9,16.3,13.7,14.6,155816,98539,4,0.3,28,12,14,0,14,14,18,13.75,167,118,-0.472,44.792,13753,52.164,74.944,44.32,0,0,32.9,0,0,0,13.4,0,,13,24,
S8,36,699,10,10,40.7,13.04,15.55,15.55,175507,117512,3,0.3,30,8,0,0.3,14,14,30,15.1,22,10,0,23.283,9490,62.208,149.842,23.283,,0,17.332,1.42,0,0,1.422,0,,1,24,
S8,36,700,11.9,12,41.6,13.32,15.36,15.38,173539,117510,3,0.3,30,8,15,0.5,14,15,30,14.91,285,285,0.938,9.93,9490,62.207,167.281,10.868,,0,49.73,38.1,0,0,38.1,0,,24,24,22.6
S8,36,701,12.2,12.71,41.9,13.42,15.36,15.38,173539,117510,6,1,30,24,11,1.2,10,11,30,14.91,293,293,3.727,5.298,7665,62.207,196.782,9.025,,0,47.59,36.2,0,0,36.2,0,,24,25,
S8,36,702,11.3,11.29,42.1,13.48,15.36,15.38,173539,117510,4,1,29,14,9,1,10,9,1000,14.91,272,272,-0.304,16.25,7934,62.207,190.098,15.946,,0,47.37,36.2,0,0,36.2,0,,24,24,23.23
S8,36,703,12.4,13.13,43.5,13.93,15.36,15.38,173539,117510,7,2,29,30,9,2.5,10,9,3900,14.91,297,297,5.384,5.792,12872,62.207,178.025,11.176,,0,66.19,55,0,0,55,0,,24,24,
S8,36,704,11.8,12.6,44.3,14.19,15.36,15.38,173539,117510,6,1.5,29,26,13,2.5,12,13,3600,14.91,296,296,5.356,11.193,13251,62.207,176.731,16.549,,0,70.8,58.55,0,0,58.55,0,,25,25,
S8,36,705,12.4,12.38,44.3,14.19,15.36,15.38,173539,117510,5,1,29,18,14,1.5,14,14,1800,14.91,297,297,0,12.778,9698,62.207,187.736,12.778,,0,55.39,43.7,0,0,43.7,0,,24,24,
S8,36,706,12.3,12.21,44.3,14.19,15.36,15.38,173539,117510,5,1,29,17,14,1.2,14,14,2800,14.91,294,294,-0.296,13.955,8274,62.207,189.847,13.659,,0,49.33,37.7,0,0,37.7,0,,24,24,
S8,36,707,12,12.36,44,14.09,15.36,15.38,173539,117510,4,1,29,12,15,1,14,15,4400,14.91,301,301,2.27,12.291,7860,62.207,189.294,14.561,,0,49.08,37.2,0,0,37.2,0,,25,25,17.06
S8,36,708,12.3,12.63,43.9,14.06,15.36,15.38,173539,117510,5,1,29,17,0,1.2,1,0,4300,14.91,295,295,2.369,10.206,7860,62.207,193.471,12.575,,0,47.82,36.5,0,0,36.5,0,,24,24,
S8,36,709,12.6,12.71,43.8,14.03,15.3,15.4,173539,117510,4,1,27,15,2,1,2,2,3000,14.9,303,303,0.591,9.41,8133,62.207,185.44,10.001,,0,47.56,36.2,0,0,36.2,0,,24,24,12.06
S8,36,710,12.4,12.63,43.7,14,15.3,15.4,173539,117510,4,0.5,26,12,2,1,2,2,1300,14.9,298,298,1.486,9.796,7827,62.207,188.963,11.282,,0,46.66,35.5,0,0,35.5,0,,24,24,14.37
S8,36,711,11.7,11.64,43.3,13.87,15.3,15.4,173539,117510,3,0.5,27,10,3,0.5,2,3,1800,14.9,292,292,-0.289,16.066,5786,62.207,210.992,15.777,,0,41.54,30.52,0,0,30.52,0,,25,25,22.91
S8,36,712,11.7,11.83,43.2,13.84,15.3,15.4,173539,117510,4,0.6,27,12,5,0.5,4,5,60,14.9,281,281,0.903,14.477,5975,62.207,221.731,15.38,,0,42.7,31.8,0,0,31.8,0,,24,24,20.18
S8,36,714,12.5,12.64,42.9,13.74,15.2,15.5,173465,117510,3,0.3,28,8,10,0.5,14,10,1000,14.9,312,312,1.164,8.006,7467,62.207,187.805,9.17,,0,46.66,35.06,0,0,35.06,0,,25,25,17.52
S8,36,715,10.7,11.29,42.6,13.64,15.2,15.5,173465,117510,1,0.1,30,3,5,0.5,15,5,620,14.9,257,257,4.281,17.238,5525,62.207,217.917,21.519,,0,39.83,28.9,0,0,28.9,0,,24,24,30.99
S8,36,716,11.1,11.11,36.6,11.72,13.82,14.78,158708,102747,1,0.1,30,3,0,0,0,0,15.5,13.88,49,30,0,5.212,4946,54.392,287.544,5.212,,0,18.4,6.1,0,0,3.84,0,,2.7,24,
S8,36,717,11.4,11.41,41.2,13.2,14,14.78,159258,102747,4,0.5,30,13,15,0.7,0,15,490,13.95,285,276,0,13.566,7430,54.392,169.62,13.566,,0,41.67,30.5,0,0,30.5,0,,24.2,25,22.32
S8,36,718,10.8,11.38,41,13.13,14,14.7,159258,102747,7,1.5,23,28,15,1.2,0,15,50,13.95,260,260,4.128,13.373,7069,54.392,190.953,17.501,,0,41.5,32.4,0,0,32.4,0,,24,24,
S8,36,719,11.1,11.69,30,9.61,14,14.7,159258,102747,2,0,23,5,3,0,0,0,24,13.95,140,72,6.401,-21.69,3351,54.392,431.495,-15.289,,0,25.8,4.27,0,0,9.4,0,,6.5,24,
S8,36,720,11.1,11.69,30,9.61,14,14.7,159258,102747,2,0,23,5,3,0,0,0,24,13.95,140,72,6.401,-21.69,3351,54.392,666.521,-15.289,,0,30.9,0,0,0,14.52,0,,6.5,24,
S8,36,723,15,16.03,54.4,17.42,13.35,13.45,145890,102747,5,0.6,21,17,1,1.2,2,1,1335,13.1,90,87,5.935,7.972,17502,54.392,125.398,13.907,,0,22.65,12.73,0,0,12.73,0,,5.8,24,
S8,36,724,15,15.78,53.8,17.23,13.35,13.45,145890,102747,4,0.7,21,12,15,1.5,14,15,300,13.1,345,345,4.545,8.403,16442,54.392,145.963,12.948,,0,63.49,55.2,0,0,55.2,0,,23,23,-11.37
S8,36,725,12.7,13.15,42.9,13.74,13.35,13.45,145890,89260,2,0.1,20,5,1,0.1,0,1,90,13.1,260,251,2.955,4.316,8383,47.252,156.641,7.271,,0,35.59,0,0,0,25.87,0,,19.7,24,
S8,36,727,16.9,17.04,42.6,13.64,13.35,13.45,145890,89260,1,0,13,3,10,0.1,10,10,1,13.1,98,91,1.356,-24.868,11668,47.252,297.26,-23.512,,0,32.15,0,0,0,18.73,0,,5.4,24,
S8,36,729,11,11,39.2,12.56,11.8,11.9,123274,89260,1,0,13,2,3,0,3,3,18,11.55,61,22,0,12.386,6049,47.252,213.241,12.386,,0,20.13,0,0,0,2.58,0,,2,24,
S8,36,730,15.1,14.92,51.7,16.56,11.5,11.16,118710,61291,1,0.1,13,2,3,0,6,9,74,11.15,108,89,-1.027,9.923,14039,32.446,166.6,8.896,,0,28.44,13.8,0,0,13.8,0,,5.9,24,
S8,36,731,15.1,14.92,51.7,16.56,11.5,11.16,118710,61291,1,0.1,13,2,3,0,6,9,74,11.15,108,89,-1.027,9.923,14039,32.446,264.146,8.896,,0,34.96,1.9,0,0,21.88,0,,5.9,24,
S8,36,733,12.9,13.33,43.1,13.8,13.2,13.4,144044,79711,2,0.1,13,4,0,0.5,2,0,234,12.95,34,31,3.014,3.412,8058,42.197,167.523,6.426,,0,14.36,3.24,0,0,3.24,0,,2.4,24,
S8,36,734,12.3,13.42,43,13.77,13.2,13.4,144044,79711,3,0.2,18,10,13,1,12,13,2600,12.95,296,296,7.871,2.578,7926,42.197,192.66,10.449,,0,47.74,36.65,0,0,36.65,0,,24,24,5.79
S8,36,735,12.2,12.96,42.8,13.71,12.9,13.2,140651,79711,3,0.3,20,10,2,1.2,4,2,170,12.7,292,292,5.771,5.471,7817,42.197,191.885,11.242,,0,47.99,36,0,0,36,0,,24,24,9.3
S8,36,736,10,10,32.9,10.54,12.9,13.2,140651,79711,2,0,17,6,5,0,4,5,15,12.7,19,2,0,5.096,4663,42.197,0,5.096,,0,14.26,1.68,0,0,0,0,,0.2,24,
S8,36,737,11,11.57,38.6,12.36,13.1,13.8,147699,86810,4,0.8,18,15,3,1,2,3,940,13.2,84,77,4.619,6.399,5829,45.955,181.114,11.018,,0,25.03,7.39,0,0,7.39,0,,7,24,
S8,36,738,11.5,11.81,38.6,12.36,13.1,13.8,147699,86810,1,0.1,20,3,3,0.8,2,3,350,13.2,236,235,2.766,4.506,5829,45.955,200.177,7.272,,0,37.57,24.35,0,0,23.92,0,,20.5,25,
S8,36,740,12.5,13.15,42.8,13.71,13.8,14,147699,86810,4,0.5,24,3,15,0.8,14,15,720,13.6,262,162,5.049,4.041,8266,45.955,186.383,9.09,,0,46.28,20.03,0,0,20.03,0,,13,24,
S8,36,741,12.5,13,42.7,13.68,13.8,14,153042,86810,4,0.5,26,14,15,0.5,14,15,850,13.6,287,287,3.817,4.943,7765,45.955,196.01,8.76,,0,48.26,35.01,0,0,35.01,0,,23,23,8.41
S8,36,742,11.3,11.81,38.4,12.3,13.8,14,153042,86810,3,0.1,26,7,15,0,0,0,15,13.6,182,169,3.822,3.952,5849,45.955,201.93,7.774,,0,33.47,0,0,0,17.6,0,,14.9,24,
S8,36,743,15.9,16.21,56.7,18.16,13.1,13.1,148764,82569,4,0.5,26,14,7,1.5,6,7,450,12.8,171,164,1.608,10.711,17952,43.71,147.697,12.319,,0,43.6,30.33,0,0,27.31,0,,10.3,24,
S8,36,744,14.3,15.33,55.3,17.71,13.1,13.1,148764,82569,5,0.6,26,18,7,1.2,6,7,55,12.8,342,342,6.115,13.427,17952,43.71,157.132,19.542,16949.8,944.173,77.83,67.7,0,0,67.7,0,,24,24,
S8,36,745,11.2,11.92,51,16.33,13.1,13.1,148764,82569,3,0.3,27,8,7,1,3,7,1080,12.8,268,268,4.591,27.042,8557,43.71,186.048,31.633,16949.8,1980.718,48.31,38.21,0,0,38.21,0,,24,24,19.51
S8,36,745,12,12.52,48.9,15.66,13.1,13.1,148764,82569,3,0.3,26,8,4,0.3,3,4,1700,12.8,275,275,3.608,20.043,8081,43.71,185.228,23.651,16949.8,2097.306,44.33,34.43,0,0,34.43,0,,23,23,14.89
S8,36,746,11.6,12.42,47.6,15.25,13.1,13.1,148764,82569,5,0.5,26,18,2,0.5,3,2,3000,12.8,279,279,5.195,18.55,8081,43.71,195.349,23.745,16949.8,2097.306,47.99,37.89,0,0,37.89,0,,24,24,
S8,36,747,11.2,11.63,46.8,14.99,13.1,13.1,148764,82569,6,1,26,22,2,1.5,1,2,4000,12.8,269,269,2.782,22.443,8277,43.71,192.293,25.225,16949.8,2047.745,48.28,38.2,0,0,38.2,0,,24,24,
S8,36,748,11.2,11.83,46.1,14.76,13.1,13.1,148764,82569,5,1,27,20,2,1.2,2,2,4300,12.8,258,258,4.125,19.9,8245,43.71,187.821,24.025,16949.8,2055.618,45.52,35.62,0,0,35.62,0,,23,23,
S8,36,749,11.3,11.83,45.7,14.64,13.1,13.1,148764,82569,5,0.5,28,18,2,1.2,2,2,4500,12.8,272,272,3.417,19.151,8271,43.71,193.076,22.568,16949.8,2049.107,49.15,38.33,0,0,38.33,0,,24,24,
S8,36,750,10.8,12.04,45.4,14.54,13.1,13.1,148764,82569,4,0.3,28,14,2,1,1,2,2860,12.8,260,260,8.315,17.18,8170,43.71,193.578,25.495,16949.8,2074.461,48.77,37.96,0,0,37.96,0,,24,24,14.62
S8,36,751,10.9,12.39,45.1,14.44,13.1,13.12,141464,82569,4,0.3,28,12,5,1.8,4,4,1780,12.8,251,251,10.232,14.214,7970,43.71,196.979,24.446,16949.8,2126.593,47.04,36.11,0,0,36.11,0,,23,23,13.63
S8,36,752,11.3,12.29,44.8,14.35,13.1,13.12,141464,82569,2,0.1,28,5,15,1.5,3,15,4800,12.8,271,271,6.969,14.33,8022,43.71,197.414,21.299,16949.8,2112.783,49.06,38.01,0,0,38.01,0,,24,24,19.16
S8,36,753,11.2,12.17,44.1,14.12,13.1,13.12,141464,82569,3,0.3,28,8,0,1.5,1,0,3950,12.8,269,269,6.79,13.856,8177,43.71,194.637,20.646,16949.8,2072.711,49.61,38.2,0,0,38.2,0,,24,24,17.96
S8,36,754,10.8,12,44.4,14.22,13.1,13.12,141464,82569,5,0.8,28,20,2,2,3,2,3760,12.8,249,249,8.256,15.612,8161,43.71,192.911,23.868,16949.8,2076.927,46.85,36.21,0,0,36.21,0,,23,23,
S8,36,755,10.4,11.75,44.3,14.19,13.1,13.12,141464,82569,6,1,27,25,5,2,5,5,680,12.8,249,249,9.691,17.184,8717,43.71,184.123,26.875,16949.8,1944.453,48.42,38.52,0,0,38.52,0,,24,24,
S8,36,756,10.9,11.67,43.8,14.03,13.1,13.12,141464,82569,5,0.8,29,21,4,2,4,4,200,12.8,262,262,5.346,16.831,8659,43.71,181.875,22.177,16949.8,1957.297,47.92,37.8,0,0,37.8,0,,24,24,
S8,36,757,10.3,10.79,43.9,14.06,13.1,13.12,141464,82569,3,0.3,28,10,7,0.5,8,7,65,12.8,205,196,3.364,23.265,7011,43.71,190.803,26.629,,0,36.3,25.42,0,0,25.42,0,,19,23,
S8,36,759,11.3,11.56,43,13.77,13.4,13.8,149051,82569,3,0.2,28,8,0,0.3,2,0,40,13.3,196,196,1.685,16.054,8156,43.71,179.307,17.739,,0,36.52,25.3,0,0,25.3,0,,17.3,24,
S8,36,760,11.1,11.13,36.7,11.75,13.4,13.8,141464,82569,2,0.1,28,5,7,0.1,8,7,15,13.3,81,59,0,5.292,6436,43.71,255.016,5.292,,0,22.9,0,0,0,8.7,0,,5.3,24,
S8,36,761,17,17.26,49.4,15.82,13.6,14.2,154140,82569,4,0.3,27,12,3,0.5,2,2,60,13.65,155,143,1.504,-9.108,22370,43.71,152.732,-7.604,,0,43.69,28.7,0,0,28.7,0,,8.4,24,
S8,36,762,16.5,17.63,61,19.54,13.6,14.2,154140,87877,6,0.8,26,22,2,1.5,2,2,350,13.65,396,396,5.759,9.782,24081,46.52,164.926,15.541,,0,104.46,95.32,0,0,95.32,0,,24,24,
S8,36,763,16.8,17.21,61,19.54,13.6,14.2,154140,87877,3,0.3,27,10,2,1.5,2,2,3700,13.65,402,402,2.345,11.916,22832,46.52,164.913,14.261,,0,99.96,90.37,0,0,90.37,0,,24,24,-17.93
S8,36,764,16.5,17.67,60,19.22,13.6,14.2,154140,87877,2,0.1,24,5,15,2,2,15,3880,13.65,396,396,6.073,8.061,22136,46.52,167.015,14.134,,0,98.13,88.73,0,0,88.73,0,,24,24,-18.25
S8,36,765,16.3,17.18,41.3,13.23,12.6,14.2,154140,87877,3,0.1,24,8,12,0.1,12,12,17,12.6,281,265,6.956,-29.871,121351,46.52,29.767,-22.915,,0,71.23,60.47,0,0,58.88,0,,16.3,24,
S8,36,766,12,12.04,39,12.49,12.1,12.7,132635,66738,6,1.2,22,22,1,1.5,1,1,55,12.15,129,124,0,3.619,10584,35.33,180.614,3.619,,0,32.24,19.69,0,0,19.69,0,,10.3,24,
S8,36,767,13,13.52,49.7,15.92,12.1,12.7,132635,66738,5,1,18,21,4,1.8,3,3,85,12.15,298,298,3.549,15.047,14533,35.33,167.256,18.596,,0,65.61,55.91,0,0,55.91,0,,23,23,
S8,36,768,11.9,12.58,44,14.09,12.8,13,139609,66742,6,1,18,25,0,2,0,0,106,12.65,285,285,5.024,10.708,9357,35.332,187.465,15.732,,0,53.32,42.1,0,0,42.1,0,,24,25,
S8,36,769,10.6,10.99,40.7,13.04,12.8,13,139609,66742,3,0.1,18,10,0,0.3,0,0,17,12.65,241,182,2.693,15.658,5522,35.332,142.227,18.351,,0,41.32,27.12,0,0,13.43,0,,17.1,24,
S8,37,770,12.4,12.36,40.9,13.1,9.8,11.5,108504,35856,4,0.3,16,12,2,1,0,2,110,10.3,81,68,0,5.611,6817,18.981,172.54,5.611,,0,16.64,6.47,0,0,6.47,0,,5.5,24,
S8,37,771,12.8,13.56,42.2,13.52,9.9,11.6,108970,35856,6,2.5,13,4,1,1,0,1,53,10.4,319,319,5.919,-0.333,7231,18.981,192.486,5.586,,0,44.24,34.8,0,0,34.8,0,,25,25,
S8,37,772,11.5,12.31,36.5,11.69,9.9,11.6,108970,35856,6,2.8,14,25,15,1,0,1,44,10.4,173,30,6.587,-5.287,5548,18.981,248.855,1.3,,0,35,0,0,0,3.59,0,,2.6,24,
S8,37,774,9.5,10.4,41,13.13,7.9,10.7,90920,17898,3,0.2,9,10,1,0.1,0,1,16,8.9,155,96,6.785,20.829,6671,9.475,151.976,27.614,,0,25.96,1.6,0,0,10.24,0,,10.1,24,
S8,37,776,10,9.88,29.3,9.38,1,1,1,17898,3,0.3,9,8,5,0.8,8,5,40,1,104,85,-1.257,-5.307,2557,9.475,71.758,-6.564,,0,19.57,6.73,0,0,1.56,0,,8.5,24,
S8,37,815,12.1,12.13,34.5,11.05,6,10.3,76569,0,6,1.5,12,23,1,1,2,1,18.3,7.7,280,279,0,-9.784,4536,0,194.161,-9.784,,0,31.31,9.45,1.65,0,18.61,0,,23,24,
S8,37,816,12.5,13.46,39,12.49,6,10.3,76569,0,4,1.2,21,15,1,1,2,1,35,7.7,299,299,8.006,-7.742,4524,0,208.518,0.264,,0,36.2,22.64,22.64,0,0,0,,24,24,-0.72
S8,37,817,9.4,9.96,29,9.29,6,10.3,76569,0,3,0.5,26,10,3,1,2,3,2300,7.7,225,225,6.277,-7.214,1972,0,230.449,-0.937,,0,25.26,10.91,10.91,0,0,0,,24,24,28.44
S8,37,818,8.8,9.63,28,8.97,6,10.3,76569,0,2,0.1,26,6,4,1,2,4,1064,7.7,210,210,9.757,-7.326,2360,0,197.001,2.431,,0,26.52,11.16,11.16,0,0,0,,24,24,33.48
S8,37,819,7.3,7.7,29,9.29,6,10.3,76569,0,4,0.3,26,14,4,1.2,3,4,72,7.7,144,144,3.844,17.054,3046,0,128.941,20.898,,0,22.23,7.7,7.7,0,0,0,,19.6,24,
S8,37,833,8.9,9.35,29,9.29,6,10.3,76569,0,3,0.2,26,10,2,0.5,4,2,140,7.7,178,178,4.845,-0.668,17882,0,29.134,4.177,,0,22.11,10.42,0,0,10.42,0,,20,24,
S8,37,834,9,9.54,29.1,9.32,6,10.3,76569,0,3,0.2,28,9,7,0.5,2,7,380,7.7,216,216,5.815,-2.382,3192,0,168.781,3.433,,0,25.91,12.93,0,0,12.93,0,,24,24,32.34
S8,37,835,8.5,8.75,29.1,9.32,6,10.3,76569,0,4,0.5,28,14,9,0.5,8,9,2400,7.7,205,205,2.232,6.116,2316,0,226.484,8.348,,0,25.33,12.59,0,0,12.59,0,,24,24,34.5
S8,37,836,8.5,9.21,29,9.29,5.7,10.15,74809,0,3,0.1,30,7,9,0.5,5,9,1350,7.6,204,204,7.623,0.861,2213,0,227.163,8.484,,0,25.21,12.07,0,0,12.07,0,,24,24,36.33
S8,37,837,8.4,9.29,29,9.29,5.7,10.15,74809,0,3,0.1,30,9,9,0.4,4,10,58,7.6,202,202,9.421,-0.043,2156,0,231.653,9.378,,0,24.38,11.99,0,0,11.99,0,,24,24,34.32
S8,37,838,8.6,9,28.9,9.26,5.7,10.15,74809,0,3,0.4,30,10,11,0.6,9,11,67,7.6,207,207,4.051,2.766,2216,0,229.508,6.817,,0,24.47,12.21,0,0,12.21,0,,24,24,35.82
S8,37,839,8,8.8,29,9.29,5.7,10.15,74809,0,3,0.3,30,8,7,0.6,8,7,70,7.6,20,20,8.613,5.254,2614,0,345.83,13.867,,0,14.99,2.26,0,0,2.26,0,,2.5,24,
S8,37,840,8.8,8.8,29,9.29,5.1,10.2,71361,0,3,0.2,30,7,7,0.5,6,7,70,7.3,22,22,0,5.254,2287,0,236.086,5.254,,0,13.51,1.35,0,0,1.35,0,,2.5,24,
S8,37,841,2,3,23.3,7.46,5.1,10.2,71361,0,2,0.1,30,4,2,0.3,4,2,70,7.3,1,1,13.402,59.796,2370,0,84.388,73.198,,0,12.28,0.1,0,0,0.1,0,,0.5,24,
S8,37,842,7.7,7.55,29.7,9.51,5.1,10.2,71361,0,2,0.1,30,5,2,0.3,2,2,42,7.3,128,128,-1.261,20.679,2370,0,180.904,19.418,,0,19.35,7.16,0,0,7.16,0,,16.7,24,
