PK,SK,ship,day,date,stw_raw,stw_corrected,baseline_stw,speed_loss_pct,timestamp
SHIP#S23,DAY#963,S23,963,2022-08-21T00:00:00,0.22,0.27,15.48,-98.26,1661011200
SHIP#S23,DAY#967,S23,967,2022-08-25T00:00:00,18.29,19.07,15.48,23.18,1661356800
SHIP#S23,DAY#968,S23,968,2022-08-26T00:00:00,18.51,18.63,15.48,20.34,1661443200
SHIP#S23,DAY#983,S23,983,2022-09-10T00:00:00,11.32,11.09,15.48,-28.37,1662739200
SHIP#S23,DAY#984,S23,984,2022-09-11T00:00:00,11.58,11.98,15.48,-22.62,1662825600
SHIP#S23,DAY#987,S23,987,2022-09-14T00:00:00,18.5,18.61,15.48,20.27,1663084800
SHIP#S23,DAY#989,S23,989,2022-09-16T00:00:00,18.13,18.27,15.48,18.07,1663257600
SHIP#S23,DAY#991,S23,991,2022-09-18T00:00:00,18.38,18.19,15.48,17.55,1663430400
SHIP#S23,DAY#995,S23,995,2022-09-22T00:00:00,17.92,17.9,15.48,15.65,1663776000
SHIP#S23,DAY#996,S23,996,2022-09-23T00:00:00,17.5,17.32,15.48,11.9,1663862400
SHIP#S23,DAY#1001,S23,1001,2022-09-28T00:00:00,18.75,18.11,15.48,16.99,1664294400
SHIP#S23,DAY#1002,S23,1002,2022-09-29T00:00:00,18.84,19.11,15.48,23.45,1664380800
SHIP#S23,DAY#1003,S23,1003,2022-09-30T00:00:00,18.63,18.48,15.48,19.38,1664467200
SHIP#S23,DAY#1004,S23,1004,2022-10-01T00:00:00,19.04,19.34,15.48,24.93,1664553600
SHIP#S23,DAY#1005,S23,1005,2022-10-02T00:00:00,19.92,20.15,15.48,30.17,1664640000
SHIP#S23,DAY#1011,S23,1011,2022-10-08T00:00:00,16.88,17.12,15.48,10.62,1665158400
SHIP#S23,DAY#1012,S23,1012,2022-10-09T00:00:00,16.64,16.01,15.48,3.43,1665244800
SHIP#S23,DAY#1032,S23,1032,2022-10-29T00:00:00,16.25,16.93,15.48,9.39,1666972800
SHIP#S23,DAY#1036,S23,1036,2022-11-02T00:00:00,12.46,12.77,15.48,-17.48,1667318400
SHIP#S23,DAY#1041,S23,1041,2022-11-07T00:00:00,17.54,17.38,15.48,12.27,1667750400
SHIP#S23,DAY#1042,S23,1042,2022-11-08T00:00:00,17.08,17.78,15.48,14.85,1667836800
SHIP#S23,DAY#1043,S23,1043,2022-11-09T00:00:00,16.83,17.48,15.48,12.92,1667923200
SHIP#S23,DAY#1044,S23,1044,2022-11-10T00:00:00,16.96,17.58,15.48,13.59,1668009600
SHIP#S23,DAY#1045,S23,1045,2022-11-11T00:00:00,17.63,17.2,15.48,11.11,1668096000
SHIP#S23,DAY#1048,S23,1048,2022-11-14T00:00:00,16.78,17.15,15.48,10.78,1668355200
SHIP#S23,DAY#1049,S23,1049,2022-11-15T00:00:00,16.48,16.91,15.48,9.27,1668441600
SHIP#S23,DAY#1051,S23,1051,2022-11-17T00:00:00,16.38,16.55,15.48,6.92,1668614400
SHIP#S23,DAY#1053,S23,1053,2022-11-19T00:00:00,16.48,16.36,15.48,5.69,1668787200
SHIP#S23,DAY#1056,S23,1056,2022-11-22T00:00:00,16.26,16.21,15.48,4.72,1669046400
SHIP#S23,DAY#1057,S23,1057,2022-11-23T00:00:00,12.39,12.38,15.48,-19.99,1669132800
SHIP#S23,DAY#1058,S23,1058,2022-11-24T00:00:00,12.63,12.34,15.48,-20.27,1669219200
SHIP#S23,DAY#1059,S23,1059,2022-11-25T00:00:00,12.67,12.2,15.48,-21.18,1669305600
SHIP#S23,DAY#1065,S23,1065,2022-12-01T00:00:00,18.13,18.89,15.48,22.03,1669824000
SHIP#S23,DAY#1097,S23,1097,2023-01-02T00:00:00,17.83,17.24,15.48,11.42,1672588800
SHIP#S23,DAY#1098,S23,1098,2023-01-03T00:00:00,17.76,17.45,15.48,12.74,1672675200
SHIP#S23,DAY#1099,S23,1099,2023-01-04T00:00:00,17.67,16.98,15.48,9.74,1672761600
SHIP#S23,DAY#1101,S23,1101,2023-01-06T00:00:00,17.6,16.81,15.48,8.58,1672934400
SHIP#S23,DAY#1116,S23,1116,2023-01-21T00:00:00,18.35,18.73,15.48,20.99,1674230400
SHIP#S23,DAY#1117,S23,1117,2023-01-22T00:00:00,18.25,18.45,15.48,19.22,1674316800
SHIP#S23,DAY#1119,S23,1119,2023-01-24T00:00:00,17.74,18.02,15.48,16.41,1674489600
SHIP#S23,DAY#1120,S23,1120,2023-01-25T00:00:00,17.5,17.5,15.48,13.08,1674576000
SHIP#S23,DAY#1121,S23,1121,2023-01-26T00:00:00,16.42,16.8,15.48,8.52,1674662400
SHIP#S23,DAY#1122,S23,1122,2023-01-27T00:00:00,14.96,14.87,15.48,-3.93,1674748800
SHIP#S23,DAY#1125,S23,1125,2023-01-30T00:00:00,18.83,19.3,15.48,24.68,1675008000
SHIP#S23,DAY#1126,S23,1126,2023-01-31T00:00:00,19.13,19.12,15.48,23.55,1675094400
SHIP#S23,DAY#1127,S23,1127,2023-02-01T00:00:00,18.46,18.93,15.48,22.29,1675180800
SHIP#S23,DAY#1132,S23,1132,2023-02-06T00:00:00,11.33,11.84,15.48,-23.51,1675612800
SHIP#S23,DAY#1140,S23,1140,2023-02-14T00:00:00,12.22,12.56,15.48,-18.87,1676304000
SHIP#S23,DAY#1156,S23,1156,2023-03-02T00:00:00,18.88,18.61,15.48,20.22,1677686400
SHIP#S23,DAY#1157,S23,1157,2023-03-03T00:00:00,18.76,18.57,15.48,19.99,1677772800
SHIP#S23,DAY#1158,S23,1158,2023-03-04T00:00:00,18.24,17.48,15.48,12.92,1677859200
SHIP#S23,DAY#1159,S23,1159,2023-03-05T00:00:00,16.96,16.4,15.48,5.94,1677945600
SHIP#S23,DAY#1160,S23,1160,2023-03-06T00:00:00,17.16,16.66,15.48,7.62,1678032000
SHIP#S23,DAY#1161,S23,1161,2023-03-07T00:00:00,17.42,16.92,15.48,9.3,1678118400
SHIP#S23,DAY#1163,S23,1163,2023-03-09T00:00:00,16.12,15.44,15.48,-0.28,1678291200
SHIP#S23,DAY#1182,S23,1182,2023-03-28T00:00:00,15.74,15.59,15.48,0.71,1679932800
SHIP#S23,DAY#1183,S23,1183,2023-03-29T00:00:00,15.04,15.26,15.48,-1.39,1680019200
SHIP#S23,DAY#1184,S23,1184,2023-03-30T00:00:00,15.7,15.72,15.48,1.58,1680105600
SHIP#S23,DAY#1185,S23,1185,2023-03-31T00:00:00,15.5,15.52,15.48,0.29,1680192000
SHIP#S23,DAY#1186,S23,1186,2023-04-01T00:00:00,15.42,14.97,15.48,-3.3,1680278400
SHIP#S23,DAY#1187,S23,1187,2023-04-02T00:00:00,15.3,14.85,15.48,-4.07,1680364800
SHIP#S23,DAY#1188,S23,1188,2023-04-03T00:00:00,14.67,14.22,15.48,-8.14,1680451200
SHIP#S23,DAY#1189,S23,1189,2023-04-04T00:00:00,11.69,11.24,15.48,-27.4,1680537600
SHIP#S23,DAY#1196,S23,1196,2023-04-11T00:00:00,10.88,11.45,15.48,-26.06,1681142400
SHIP#S23,DAY#1197,S23,1197,2023-04-12T00:00:00,10.79,11.35,15.48,-26.64,1681228800
SHIP#S23,DAY#1198,S23,1198,2023-04-13T00:00:00,11.21,11.78,15.48,-23.93,1681315200
SHIP#S23,DAY#1220,S23,1220,2023-05-05T00:00:00,19.82,18.8,15.48,21.49,1683216000
SHIP#S23,DAY#1225,S23,1225,2023-05-10T00:00:00,12.25,11.56,15.48,-25.3,1683648000
SHIP#S23,DAY#1226,S23,1226,2023-05-11T00:00:00,11.75,11.08,15.48,-28.4,1683734400
SHIP#S23,DAY#1227,S23,1227,2023-05-12T00:00:00,11.79,10.85,15.48,-29.89,1683820800
SHIP#S23,DAY#1233,S23,1233,2023-05-18T00:00:00,18.72,17.58,15.48,13.58,1684339200
SHIP#S23,DAY#1241,S23,1241,2023-05-26T00:00:00,15.58,14.47,15.48,-6.49,1685030400
SHIP#S23,DAY#1246,S23,1246,2023-05-31T00:00:00,10.96,10.19,15.48,-34.18,1685462400
SHIP#S23,DAY#1269,S23,1269,2023-06-23T00:00:00,12.7,12.33,15.48,-20.32,1687449600
SHIP#S23,DAY#1270,S23,1270,2023-06-24T00:00:00,11.21,10.84,15.48,-29.95,1687536000
SHIP#S23,DAY#1271,S23,1271,2023-06-25T00:00:00,11.35,10.4,15.48,-32.81,1687622400
SHIP#S23,DAY#1286,S23,1286,2023-07-10T00:00:00,18.83,19.03,15.48,22.96,1688918400
SHIP#S23,DAY#1287,S23,1287,2023-07-11T00:00:00,18.92,19.12,15.48,23.55,1689004800
SHIP#S23,DAY#1290,S23,1290,2023-07-14T00:00:00,11.83,11.38,15.48,-26.44,1689264000
SHIP#S23,DAY#1303,S23,1303,2023-07-27T00:00:00,15.04,14.68,15.48,-5.12,1690387200
SHIP#S23,DAY#1307,S23,1307,2023-07-31T00:00:00,17.08,17.08,15.48,10.38,1690732800
SHIP#S23,DAY#1311,S23,1311,2023-08-04T00:00:00,16.17,15.54,15.48,0.4,1691078400
SHIP#S23,DAY#1312,S23,1312,2023-08-05T00:00:00,15.33,14.7,15.48,-5.03,1691164800
SHIP#S23,DAY#1313,S23,1313,2023-08-06T00:00:00,15.68,15.0,15.48,-3.09,1691251200
SHIP#S23,DAY#1319,S23,1319,2023-08-12T00:00:00,16.21,15.73,15.48,1.63,1691769600
SHIP#S23,DAY#1323,S23,1323,2023-08-16T00:00:00,16.88,16.27,15.48,5.15,1692115200
SHIP#S23,DAY#1325,S23,1325,2023-08-18T00:00:00,17.92,17.55,15.48,13.35,1692288000
SHIP#S23,DAY#1326,S23,1326,2023-08-19T00:00:00,15.63,15.16,15.48,-2.09,1692374400
SHIP#S23,DAY#1327,S23,1327,2023-08-20T00:00:00,16.33,16.07,15.48,3.86,1692460800
SHIP#S23,DAY#1329,S23,1329,2023-08-22T00:00:00,16.5,16.67,15.48,7.7,1692633600
SHIP#S23,DAY#1330,S23,1330,2023-08-23T00:00:00,16.48,16.65,15.48,7.57,1692720000
SHIP#S23,DAY#1331,S23,1331,2023-08-24T00:00:00,16.58,16.68,15.48,7.76,1692806400
SHIP#S23,DAY#1332,S23,1332,2023-08-25T00:00:00,16.58,16.65,15.48,7.57,1692892800
SHIP#S23,DAY#1333,S23,1333,2023-08-26T00:00:00,16.08,16.06,15.48,3.76,1692979200
SHIP#S23,DAY#1334,S23,1334,2023-08-27T00:00:00,16.0,15.96,15.48,3.15,1693065600
SHIP#S23,DAY#1339,S23,1339,2023-09-01T00:00:00,14.58,14.56,15.48,-5.9,1693497600
SHIP#S23,DAY#1340,S23,1340,2023-09-02T00:00:00,14.92,13.96,15.48,-9.78,1693584000
SHIP#S23,DAY#1341,S23,1341,2023-09-03T00:00:00,15.33,14.38,15.48,-7.13,1693670400
SHIP#S23,DAY#1342,S23,1342,2023-09-04T00:00:00,15.3,14.76,15.48,-4.64,1693756800
SHIP#S23,DAY#1343,S23,1343,2023-09-05T00:00:00,15.58,15.04,15.48,-2.83,1693843200
SHIP#S23,DAY#1344,S23,1344,2023-09-06T00:00:00,15.63,15.09,15.48,-2.51,1693929600
SHIP#S23,DAY#1348,S23,1348,2023-09-10T00:00:00,17.33,17.46,15.48,12.82,1694275200
SHIP#S23,DAY#1357,S23,1357,2023-09-19T00:00:00,11.17,10.51,15.48,-32.1,1695052800
SHIP#S23,DAY#1366,S23,1366,2023-09-28T00:00:00,13.79,12.77,15.48,-17.5,1695830400
SHIP#S23,DAY#1368,S23,1368,2023-09-30T00:00:00,13.88,13.05,15.48,-15.69,1696003200
SHIP#S23,DAY#1369,S23,1369,2023-10-01T00:00:00,14.24,13.38,15.48,-13.56,1696089600
SHIP#S23,DAY#1371,S23,1371,2023-10-03T00:00:00,13.38,13.07,15.48,-15.56,1696262400
SHIP#S23,DAY#1372,S23,1372,2023-10-04T00:00:00,14.29,13.98,15.48,-9.68,1696348800
SHIP#S23,DAY#1373,S23,1373,2023-10-05T00:00:00,14.36,14.05,15.48,-9.23,1696435200
SHIP#S23,DAY#1374,S23,1374,2023-10-06T00:00:00,14.29,14.46,15.48,-6.61,1696521600
SHIP#S23,DAY#1375,S23,1375,2023-10-07T00:00:00,14.21,14.17,15.48,-8.48,1696608000
SHIP#S23,DAY#1376,S23,1376,2023-10-08T00:00:00,14.0,13.52,15.48,-12.65,1696694400
SHIP#S23,DAY#1377,S23,1377,2023-10-09T00:00:00,13.5,13.01,15.48,-15.95,1696780800
SHIP#S23,DAY#1378,S23,1378,2023-10-10T00:00:00,13.63,13.14,15.48,-15.11,1696867200
SHIP#S23,DAY#1379,S23,1379,2023-10-11T00:00:00,13.5,13.07,15.48,-15.56,1696953600
SHIP#S23,DAY#1385,S23,1385,2023-10-17T00:00:00,14.0,14.21,15.48,-8.19,1697472000
SHIP#S23,DAY#1386,S23,1386,2023-10-18T00:00:00,15.92,16.19,15.48,4.6,1697558400
SHIP#S23,DAY#1388,S23,1388,2023-10-20T00:00:00,16.33,16.42,15.48,6.09,1697731200
SHIP#S23,DAY#1392,S23,1392,2023-10-24T00:00:00,13.13,13.19,15.48,-14.82,1698076800
SHIP#S23,DAY#1393,S23,1393,2023-10-25T00:00:00,13.21,13.27,15.48,-14.3,1698163200
SHIP#S23,DAY#1398,S23,1398,2023-10-30T00:00:00,13.39,12.35,15.48,-20.21,1698595200
SHIP#S23,DAY#1399,S23,1399,2023-10-31T00:00:00,13.42,12.32,15.48,-20.4,1698681600
SHIP#S23,DAY#1400,S23,1400,2023-11-01T00:00:00,13.75,12.7,15.48,-17.95,1698768000
SHIP#S23,DAY#1401,S23,1401,2023-11-02T00:00:00,13.75,12.7,15.48,-17.95,1698854400
SHIP#S23,DAY#1402,S23,1402,2023-11-03T00:00:00,13.78,12.73,15.48,-17.76,1698940800
SHIP#S23,DAY#1403,S23,1403,2023-11-04T00:00:00,13.54,12.49,15.48,-19.31,1699027200
SHIP#S23,DAY#1407,S23,1407,2023-11-08T00:00:00,12.63,11.77,15.48,-23.96,1699372800
SHIP#S23,DAY#1408,S23,1408,2023-11-09T00:00:00,10.75,9.96,15.48,-35.62,1699459200
SHIP#S23,DAY#1409,S23,1409,2023-11-10T00:00:00,10.79,10.0,15.48,-35.36,1699545600
SHIP#S23,DAY#1410,S23,1410,2023-11-11T00:00:00,11.33,10.45,15.48,-32.52,1699632000
SHIP#S23,DAY#1411,S23,1411,2023-11-12T00:00:00,11.04,10.15,15.48,-34.39,1699718400
SHIP#S23,DAY#1412,S23,1412,2023-11-13T00:00:00,9.57,8.69,15.48,-43.89,1699804800
SHIP#S23,DAY#1428,S23,1428,2023-11-29T00:00:00,18.9,19.32,15.48,24.84,1701187200
SHIP#S23,DAY#1429,S23,1429,2023-11-30T00:00:00,14.63,14.61,15.48,-5.58,1701273600
SHIP#S23,DAY#1434,S23,1434,2023-12-05T00:00:00,13.0,13.04,15.48,-15.75,1701705600
SHIP#S23,DAY#1437,S23,1437,2023-12-08T00:00:00,15.79,15.39,15.48,-0.54,1701964800
SHIP#S23,DAY#1438,S23,1438,2023-12-09T00:00:00,15.96,15.77,15.48,1.9,1702051200
SHIP#S23,DAY#1439,S23,1439,2023-12-10T00:00:00,15.54,15.45,15.48,-0.17,1702137600
SHIP#S23,DAY#1441,S23,1441,2023-12-12T00:00:00,15.63,15.37,15.48,-0.69,1702310400
SHIP#S23,DAY#1445,S23,1445,2023-12-16T00:00:00,16.04,15.97,15.48,3.16,1702656000
SHIP#S23,DAY#1446,S23,1446,2023-12-17T00:00:00,16.29,16.22,15.48,4.77,1702742400
SHIP#S23,DAY#1448,S23,1448,2023-12-19T00:00:00,15.84,15.27,15.48,-1.37,1702915200
SHIP#S23,DAY#1454,S23,1454,2023-12-25T00:00:00,16.44,16.66,15.48,7.65,1703433600
SHIP#S23,DAY#1455,S23,1455,2023-12-26T00:00:00,16.46,16.54,15.48,6.84,1703520000
SHIP#S23,DAY#1456,S23,1456,2023-12-27T00:00:00,16.5,16.25,15.48,4.97,1703606400
SHIP#S23,DAY#1457,S23,1457,2023-12-28T00:00:00,16.4,15.81,15.48,2.16,1703692800
SHIP#S23,DAY#1458,S23,1458,2023-12-29T00:00:00,16.33,15.65,15.48,1.12,1703779200
SHIP#S23,DAY#1459,S23,1459,2023-12-30T00:00:00,16.28,15.64,15.48,1.06,1703865600
SHIP#S23,DAY#1460,S23,1460,2023-12-31T00:00:00,16.08,15.44,15.48,-0.24,1703952000
SHIP#S23,DAY#1464,S23,1464,2024-01-04T00:00:00,15.88,15.89,15.48,2.67,1704297600
SHIP#S23,DAY#1468,S23,1468,2024-01-08T00:00:00,16.52,16.24,15.48,4.93,1704643200
SHIP#S23,DAY#1469,S23,1469,2024-01-09T00:00:00,16.29,16.21,15.48,4.74,1704729600
SHIP#S23,DAY#1485,S23,1485,2024-01-25T00:00:00,17.17,17.59,15.48,13.63,1706112000
SHIP#S23,DAY#1495,S23,1495,2024-02-04T00:00:00,17.96,18.39,15.48,18.81,1706976000
SHIP#S23,DAY#1496,S23,1496,2024-02-05T00:00:00,18.0,18.36,15.48,18.62,1707062400
SHIP#S23,DAY#1497,S23,1497,2024-02-06T00:00:00,18.33,18.32,15.48,18.39,1707148800
SHIP#S23,DAY#1498,S23,1498,2024-02-07T00:00:00,18.64,19.01,15.48,22.82,1707235200
SHIP#S23,DAY#1499,S23,1499,2024-02-08T00:00:00,18.25,18.46,15.48,19.26,1707321600
SHIP#S23,DAY#1500,S23,1500,2024-02-09T00:00:00,18.38,18.69,15.48,20.75,1707408000
SHIP#S23,DAY#1503,S23,1503,2024-02-12T00:00:00,18.17,18.3,15.48,18.26,1707667200
SHIP#S23,DAY#1504,S23,1504,2024-02-13T00:00:00,17.5,17.45,15.48,12.74,1707753600
SHIP#S23,DAY#1505,S23,1505,2024-02-14T00:00:00,17.21,17.29,15.48,11.73,1707840000
SHIP#S23,DAY#1506,S23,1506,2024-02-15T00:00:00,17.17,17.25,15.48,11.45,1707926400
SHIP#S23,DAY#1511,S23,1511,2024-02-20T00:00:00,17.13,17.17,15.48,10.96,1708358400
SHIP#S23,DAY#1516,S23,1516,2024-02-25T00:00:00,17.25,17.28,15.48,11.64,1708790400
SHIP#S23,DAY#1518,S23,1518,2024-02-27T00:00:00,17.5,17.5,15.48,13.08,1708963200
SHIP#S23,DAY#1519,S23,1519,2024-02-28T00:00:00,17.26,17.29,15.48,11.72,1709049600
SHIP#S23,DAY#1522,S23,1522,2024-03-02T00:00:00,16.87,16.85,15.48,8.86,1709308800
SHIP#S23,DAY#1523,S23,1523,2024-03-03T00:00:00,17.46,17.49,15.48,13.02,1709395200
SHIP#S23,DAY#1524,S23,1524,2024-03-04T00:00:00,17.44,17.01,15.48,9.86,1709481600
SHIP#S23,DAY#1537,S23,1537,2024-03-17T00:00:00,17.84,18.53,15.48,19.75,1710604800
SHIP#S23,DAY#1544,S23,1544,2024-03-24T00:00:00,19.25,19.4,15.48,25.35,1711209600
SHIP#S23,DAY#1547,S23,1547,2024-03-27T00:00:00,15.25,15.36,15.48,-0.78,1711468800
SHIP#S23,DAY#1548,S23,1548,2024-03-28T00:00:00,14.04,13.95,15.48,-9.89,1711555200
SHIP#S23,DAY#1549,S23,1549,2024-03-29T00:00:00,13.71,13.47,15.48,-12.97,1711641600
SHIP#S23,DAY#1552,S23,1552,2024-04-01T00:00:00,17.24,16.78,15.48,8.44,1711900800
SHIP#S23,DAY#1553,S23,1553,2024-04-02T00:00:00,18.46,17.98,15.48,16.17,1711987200
SHIP#S23,DAY#1554,S23,1554,2024-04-03T00:00:00,16.96,16.48,15.48,6.47,1712073600
SHIP#S23,DAY#1556,S23,1556,2024-04-05T00:00:00,18.0,17.95,15.48,15.97,1712246400
SHIP#S23,DAY#1560,S23,1560,2024-04-09T00:00:00,17.88,17.69,15.48,14.26,1712592000
SHIP#S23,DAY#1561,S23,1561,2024-04-10T00:00:00,17.75,17.33,15.48,11.97,1712678400
SHIP#S23,DAY#1563,S23,1563,2024-04-12T00:00:00,17.68,17.75,15.48,14.68,1712851200
SHIP#S23,DAY#1565,S23,1565,2024-04-14T00:00:00,16.88,17.0,15.48,9.83,1713024000
SHIP#S23,DAY#1568,S23,1568,2024-04-17T00:00:00,16.0,16.06,15.48,3.76,1713283200
SHIP#S23,DAY#1569,S23,1569,2024-04-18T00:00:00,17.79,17.79,15.48,14.94,1713369600
SHIP#S23,DAY#1572,S23,1572,2024-04-21T00:00:00,17.67,17.03,15.48,10.0,1713628800
SHIP#S23,DAY#1573,S23,1573,2024-04-22T00:00:00,17.25,17.09,15.48,10.41,1713715200
SHIP#S23,DAY#1580,S23,1580,2024-04-29T00:00:00,16.7,16.95,15.48,9.54,1714320000
SHIP#S23,DAY#1582,S23,1582,2024-05-01T00:00:00,17.17,17.37,15.48,12.19,1714492800
SHIP#S23,DAY#1588,S23,1588,2024-05-07T00:00:00,11.54,11.47,15.48,-25.9,1715011200
SHIP#S23,DAY#1589,S23,1589,2024-05-08T00:00:00,11.63,11.92,15.48,-22.99,1715097600
SHIP#S23,DAY#1601,S23,1601,2024-05-20T00:00:00,11.96,12.47,15.48,-19.4,1716134400
SHIP#S23,DAY#1602,S23,1602,2024-05-21T00:00:00,11.58,12.04,15.48,-22.25,1716220800
SHIP#S23,DAY#1610,S23,1610,2024-05-29T00:00:00,18.38,18.45,15.48,19.23,1716912000
SHIP#S23,DAY#1611,S23,1611,2024-05-30T00:00:00,18.21,18.19,15.48,17.52,1716998400
SHIP#S23,DAY#1612,S23,1612,2024-05-31T00:00:00,18.5,18.35,15.48,18.55,1717084800
SHIP#S23,DAY#1613,S23,1613,2024-06-01T00:00:00,18.75,18.5,15.48,19.53,1717171200
SHIP#S23,DAY#1614,S23,1614,2024-06-02T00:00:00,17.96,18.01,15.48,16.37,1717257600
SHIP#S23,DAY#1618,S23,1618,2024-06-06T00:00:00,18.08,18.17,15.48,17.4,1717603200
SHIP#S23,DAY#1624,S23,1624,2024-06-12T00:00:00,18.0,18.43,15.48,19.07,1718121600
SHIP#S23,DAY#1626,S23,1626,2024-06-14T00:00:00,18.75,19.12,15.48,23.53,1718294400
SHIP#S23,DAY#1627,S23,1627,2024-06-15T00:00:00,18.38,18.62,15.48,20.32,1718380800
SHIP#S23,DAY#1629,S23,1629,2024-06-17T00:00:00,17.79,18.04,15.48,16.58,1718553600
SHIP#S23,DAY#1630,S23,1630,2024-06-18T00:00:00,17.7,17.82,15.48,15.16,1718640000
SHIP#S23,DAY#1632,S23,1632,2024-06-20T00:00:00,17.17,17.4,15.48,12.41,1718812800
SHIP#S23,DAY#1634,S23,1634,2024-06-22T00:00:00,17.35,17.49,15.48,12.98,1718985600
SHIP#S23,DAY#1635,S23,1635,2024-06-23T00:00:00,15.96,15.83,15.48,2.26,1719072000
SHIP#S23,DAY#1636,S23,1636,2024-06-24T00:00:00,11.7,11.21,15.48,-27.58,1719158400
SHIP#S23,DAY#1637,S23,1637,2024-06-25T00:00:00,11.04,10.6,15.48,-31.49,1719244800
SHIP#S23,DAY#1640,S23,1640,2024-06-28T00:00:00,13.5,13.0,15.48,-15.98,1719504000
SHIP#S23,DAY#1641,S23,1641,2024-06-29T00:00:00,11.96,11.38,15.48,-26.48,1719590400
SHIP#S23,DAY#1644,S23,1644,2024-07-02T00:00:00,18.13,18.45,15.48,19.2,1719849600
SHIP#S23,DAY#1649,S23,1649,2024-07-07T00:00:00,16.42,17.18,15.48,11.01,1720281600
SHIP#S23,DAY#1666,S23,1666,2024-07-24T00:00:00,17.04,16.91,15.48,9.23,1721750400
SHIP#S23,DAY#1667,S23,1667,2024-07-25T00:00:00,17.5,17.36,15.48,12.14,1721836800
SHIP#S23,DAY#1680,S23,1680,2024-08-07T00:00:00,18.88,19.11,15.48,23.48,1722960000
SHIP#S23,DAY#1683,S23,1683,2024-08-10T00:00:00,17.92,18.02,15.48,16.41,1723219200
SHIP#S23,DAY#1684,S23,1684,2024-08-11T00:00:00,18.04,17.99,15.48,16.21,1723305600
SHIP#S23,DAY#1685,S23,1685,2024-08-12T00:00:00,18.04,18.05,15.48,16.6,1723392000
SHIP#S23,DAY#1686,S23,1686,2024-08-13T00:00:00,15.13,15.18,15.48,-1.94,1723478400
SHIP#S23,DAY#1693,S23,1693,2024-08-20T00:00:00,18.17,18.03,15.48,16.47,1724083200
SHIP#S23,DAY#1694,S23,1694,2024-08-21T00:00:00,17.7,17.33,15.48,11.95,1724169600
SHIP#S23,DAY#1695,S23,1695,2024-08-22T00:00:00,16.5,16.19,15.48,4.58,1724256000
SHIP#S23,DAY#1721,S23,1721,2024-09-17T00:00:00,11.21,11.02,15.48,-28.8,1726502400
SHIP#S23,DAY#1722,S23,1722,2024-09-18T00:00:00,11.13,11.39,15.48,-26.41,1726588800
SHIP#S23,DAY#1723,S23,1723,2024-09-19T00:00:00,11.08,10.95,15.48,-29.26,1726675200
SHIP#S23,DAY#1724,S23,1724,2024-09-20T00:00:00,11.04,10.91,15.48,-29.51,1726761600
SHIP#S23,DAY#1725,S23,1725,2024-09-21T00:00:00,11.33,11.4,15.48,-26.35,1726848000
SHIP#S23,DAY#1726,S23,1726,2024-09-22T00:00:00,11.04,10.67,15.48,-31.06,1726934400
SHIP#S23,DAY#1727,S23,1727,2024-09-23T00:00:00,11.4,11.37,15.48,-26.54,1727020800
SHIP#S23,DAY#1728,S23,1728,2024-09-24T00:00:00,11.67,11.7,15.48,-24.41,1727107200
SHIP#S23,DAY#1729,S23,1729,2024-09-25T00:00:00,11.25,11.17,15.48,-27.83,1727193600
SHIP#S23,DAY#1730,S23,1730,2024-09-26T00:00:00,11.17,11.13,15.48,-28.09,1727280000
SHIP#S23,DAY#1733,S23,1733,2024-09-29T00:00:00,11.08,10.99,15.48,-29.0,1727539200
SHIP#S23,DAY#1734,S23,1734,2024-09-30T00:00:00,11.13,10.74,15.48,-30.61,1727625600
SHIP#S23,DAY#1735,S23,1735,2024-10-01T00:00:00,11.33,11.34,15.48,-26.74,1727712000
SHIP#S23,DAY#1736,S23,1736,2024-10-02T00:00:00,11.0,10.81,15.48,-30.16,1727798400
SHIP#S23,DAY#1737,S23,1737,2024-10-03T00:00:00,10.83,11.36,15.48,-26.61,1727884800
SHIP#S23,DAY#1738,S23,1738,2024-10-04T00:00:00,11.46,11.59,15.48,-25.12,1727971200
SHIP#S23,DAY#1739,S23,1739,2024-10-05T00:00:00,11.63,11.76,15.48,-24.02,1728057600
SHIP#S23,DAY#1742,S23,1742,2024-10-08T00:00:00,11.75,12.35,15.48,-20.21,1728316800
SHIP#S23,DAY#1743,S23,1743,2024-10-09T00:00:00,11.83,12.43,15.48,-19.69,1728403200
SHIP#S23,DAY#1744,S23,1744,2024-10-10T00:00:00,11.96,12.38,15.48,-20.05,1728489600
SHIP#S23,DAY#1752,S23,1752,2024-10-18T00:00:00,10.63,10.94,15.48,-29.32,1729180800
SHIP#S23,DAY#1753,S23,1753,2024-10-19T00:00:00,11.79,11.87,15.48,-23.31,1729267200
SHIP#S23,DAY#1754,S23,1754,2024-10-20T00:00:00,11.25,11.54,15.48,-25.44,1729353600
SHIP#S23,DAY#1755,S23,1755,2024-10-21T00:00:00,11.3,11.59,15.48,-25.14,1729440000
SHIP#S23,DAY#1756,S23,1756,2024-10-22T00:00:00,11.58,11.65,15.48,-24.76,1729526400
SHIP#S23,DAY#1757,S23,1757,2024-10-23T00:00:00,11.87,12.23,15.48,-21.0,1729612800
SHIP#S23,DAY#1758,S23,1758,2024-10-24T00:00:00,11.79,11.79,15.48,-23.84,1729699200
SHIP#S23,DAY#1759,S23,1759,2024-10-25T00:00:00,11.71,11.76,15.48,-24.01,1729785600
